STA_SEQ,Station_Name,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,SampYr,TaxonNameCurrent,FAMILY,GENUS,BCG_Attribute,SensitiveEPT
14188,Eightmile River,1,Riffle,KN2M2,First,,Thienemannimyia group,L,1,10/6/1993,1993,Thienemannimyia group,Chironomidae,Thienemannimyia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Tvetenia vitracies group,L,1,10/6/1993,1993,Tvetenia vitracies group,Chironomidae,Tvetenia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acentrella,L,3,10/11/1995,1995,Acentrella,Baetidae,Acentrella,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,6,10/11/1995,1995,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria carolinensis,L,1,10/11/1995,1995,Acroneuria carolinensis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Apatania,L,4,10/11/1995,1995,Apatania,Apataniidae,Apatania,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Baetis,L,1,10/11/1995,1995,Plauditus,Baetidae,Plauditus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,24,10/11/1995,1995,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,63,10/11/1995,1995,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,17,10/11/1995,1995,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Chimarra aterrima,L,5,10/11/1995,1995,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Chironomidae,P,2,10/11/1995,1995,Chironomidae,Chironomidae,Na,,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Corydalus cornutus,L,3,10/11/1995,1995,Corydalus cornutus,Corydalidae,Corydalus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Dolophilodes,L,3,10/11/1995,1995,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella subvaria,L,5,10/11/1995,1995,Ephemerella subvaria,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ferrissia parallela,A,1,10/11/1995,1995,Ferrissia parallela,Ancylidae,Ferrissia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ferrissia walkeri,A,2,10/11/1995,1995,Ferrissia walkeri,Ancylidae,Ferrissia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Glossosoma,L,2,10/11/1995,1995,Glossosoma,Glossosomatidae,Glossosoma,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Hexatoma,L,1,10/11/1995,1995,Hexatoma,Tipulidae,Hexatoma,2,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,13,10/11/1995,1995,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Isonychia,L,2,10/11/1995,1995,Isonychia,Isonychiidae,Isonychia,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,5,10/11/1995,1995,Laevapex fuscus,Ancylidae,Laevapex,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Macronychus glabratus,L,2,10/11/1995,1995,Macronychus glabratus,Elmidae,Macronychus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,5,10/11/1995,1995,Nigronia serricornis,Corydalidae,Nigronia,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus,L,8,10/11/1995,1995,Optioservus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus ovalis,A,1,10/11/1995,1995,Optioservus ovalis,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Promoresia tardella,L,1,10/11/1995,1995,Promoresia tardella,Elmidae,Promoresia,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Prostoma graecense,A,8,10/11/1995,1995,Prostoma graecense,Tetrastemmatidae,Prostoma,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psephenus herricki,L,5,10/11/1995,1995,Psephenus herricki,Psephenidae,Psephenus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psychomyia,L,2,10/11/1995,1995,Psychomyia,Psychomyiidae,Psychomyia,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Rhyacophila fuscula,L,1,10/11/1995,1995,Rhyacophila fuscula,Rhyacophilidae,Rhyacophila,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Simulium,L,1,10/11/1995,1995,Simulium,Simuliidae,Simulium,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Taeniopteryx burksi group,L,1,10/11/1995,1995,Taeniopteryx burksi group,Taeniopterygidae,Taeniopteryx,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Tipula,L,1,10/11/1995,1995,Tipula,Tipulidae,Tipula,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Tubificidae,A,1,10/11/1995,1995,Tubificidae,Tubificidae,Na,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,3,11/14/1996,1996,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Apatania,L,3,11/14/1996,1996,Apatania,Apataniidae,Apatania,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Capniidae,L,1,11/14/1996,1996,Capniidae,Capniidae,Na,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,26,11/14/1996,1996,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,21,11/14/1996,1996,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,3,11/14/1996,1996,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Chimarra aterrima,L,2,11/14/1996,1996,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Dolophilodes,L,6,11/14/1996,1996,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella dorothea,L,8,11/14/1996,1996,Ephemerella dorothea,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella subvaria,L,14,11/14/1996,1996,Ephemerella subvaria,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ferrissia,A,1,11/14/1996,1996,Ferrissia,Ancylidae,Ferrissia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Gammarus,A,1,11/14/1996,1996,Gammarus,Gammaridae,Gammarus,5.5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Glossosoma,L,12,11/14/1996,1996,Glossosoma,Glossosomatidae,Glossosoma,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Goera,L,1,11/14/1996,1996,Goera,Goeridae,Goera,2,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Gomphidae,L,1,11/14/1996,1996,Gomphidae,Gomphidae,Na,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Hemerodromia,P,1,11/14/1996,1996,Hemerodromia,Empididae,Hemerodromia,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,8,11/14/1996,1996,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,2,11/14/1996,1996,Laevapex fuscus,Ancylidae,Laevapex,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Lype diversa,L,1,11/14/1996,1996,Lype diversa,Psychomyiidae,Lype,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Microtendipes pedellus group,L,1,11/14/1996,1996,Microtendipes pedellus group,Chironomidae,Microtendipes,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,4,11/14/1996,1996,Nigronia serricornis,Corydalidae,Nigronia,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus,L,6,11/14/1996,1996,Optioservus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Oulimnius latiusculus,A,1,11/14/1996,1996,Oulimnius latiusculus,Elmidae,Oulimnius,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psephenus herricki,L,4,11/14/1996,1996,Psephenus herricki,Psephenidae,Psephenus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Pycnopsyche,L,2,11/14/1996,1996,Pycnopsyche,Limnephilidae,Pycnopsyche,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Rhyacophila fuscula,L,2,11/14/1996,1996,Rhyacophila fuscula,Rhyacophilidae,Rhyacophila,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Taeniopteryx burksi group,L,55,11/14/1996,1996,Taeniopteryx burksi group,Taeniopterygidae,Taeniopteryx,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Tipula,L,2,11/14/1996,1996,Tipula,Tipulidae,Tipula,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acentrella,L,6,10/24/1997,1997,Acentrella,Baetidae,Acentrella,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,5,10/24/1997,1997,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Apatania,L,19,10/24/1997,1997,Apatania,Apataniidae,Apatania,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,37,10/24/1997,1997,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,28,10/24/1997,1997,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,7,10/24/1997,1997,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Corydalus cornutus,L,2,10/24/1997,1997,Corydalus cornutus,Corydalidae,Corydalus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Dolophilodes,L,5,10/24/1997,1997,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella subvaria,L,3,10/24/1997,1997,Ephemerella subvaria,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ferrissia walkeri,A,1,10/24/1997,1997,Ferrissia walkeri,Ancylidae,Ferrissia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Glossosoma,L,6,10/24/1997,1997,Glossosoma,Glossosomatidae,Glossosoma,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Hemerodromia,L,1,10/24/1997,1997,Hemerodromia,Empididae,Hemerodromia,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,18,10/24/1997,1997,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Isonychia,L,1,10/24/1997,1997,Isonychia,Isonychiidae,Isonychia,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,5,10/24/1997,1997,Laevapex fuscus,Ancylidae,Laevapex,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,1,10/24/1997,1997,Maccaffertium modestum group,Heptageniidae,Maccaffertium,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Nemouridae,L,1,10/24/1997,1997,Nemouridae,Nemouridae,Na,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus,L,2,10/24/1997,1997,Optioservus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psephenus herricki,L,3,10/24/1997,1997,Psephenus herricki,Psephenidae,Psephenus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psychomyia,L,1,10/24/1997,1997,Psychomyia,Psychomyiidae,Psychomyia,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Simulium,L,2,10/24/1997,1997,Simulium,Simuliidae,Simulium,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Stylogomphus albistylus,L,1,10/24/1997,1997,Stylogomphus albistylus,Gomphidae,Stylogomphus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Taeniopteryx burksi group,L,21,10/24/1997,1997,Taeniopteryx burksi group,Taeniopterygidae,Taeniopteryx,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Acentrella,L,4,10/2/1998,1998,Acentrella,Baetidae,Acentrella,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,4,10/2/1998,1998,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Apatania,L,4,10/2/1998,1998,Apatania,Apataniidae,Apatania,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Baetis,L,15,10/2/1998,1998,Plauditus,Baetidae,Plauditus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Calopteryx,L,1,10/2/1998,1998,Calopteryx,Calopterygidae,Calopteryx,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,23,10/2/1998,1998,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,13,10/2/1998,1998,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,16,10/2/1998,1998,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Chimarra aterrima,L,6,10/2/1998,1998,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Chironomidae,P,1,10/2/1998,1998,Chironomidae,Chironomidae,Na,,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cricotopus tremulus group,L,1,10/2/1998,1998,Cricotopus tremulus group,Chironomidae,Cricotopus,5.5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Diamesa Type A,L,1,10/2/1998,1998,Diamesa Type A,Chironomidae,Diamesa,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Dolophilodes,L,26,10/2/1998,1998,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella rotunda,L,4,10/2/1998,1998,Ephemerella invaria,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ferrissia walkeri,A,5,10/2/1998,1998,Ferrissia walkeri,Ancylidae,Ferrissia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Gammarus,A,8,10/2/1998,1998,Gammarus,Gammaridae,Gammarus,5.5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Glossosoma,L,2,10/2/1998,1998,Glossosoma,Glossosomatidae,Glossosoma,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Hemerodromia,L,1,10/2/1998,1998,Hemerodromia,Empididae,Hemerodromia,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,19,10/2/1998,1998,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Isonychia,L,3,10/2/1998,1998,Isonychia,Isonychiidae,Isonychia,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,6,10/2/1998,1998,Laevapex fuscus,Ancylidae,Laevapex,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,5,10/2/1998,1998,Maccaffertium modestum group,Heptageniidae,Maccaffertium,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,1,10/2/1998,1998,Nigronia serricornis,Corydalidae,Nigronia,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus,L,4,10/2/1998,1998,Optioservus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus ovalis,A,2,10/2/1998,1998,Optioservus ovalis,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Oulimnius latiusculus,A,2,10/2/1998,1998,Oulimnius latiusculus,Elmidae,Oulimnius,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Oulimnius latiusculus,L,3,10/2/1998,1998,Oulimnius latiusculus,Elmidae,Oulimnius,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Rhyacophila fuscula,L,4,10/2/1998,1998,Rhyacophila fuscula,Rhyacophilidae,Rhyacophila,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Simulium,L,1,10/2/1998,1998,Simulium,Simuliidae,Simulium,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acentrella,L,8,10/12/1999,1999,Acentrella,Baetidae,Acentrella,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,2,10/12/1999,1999,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Acroneuria carolinensis,L,1,10/12/1999,1999,Acroneuria carolinensis,Perlidae,Acroneuria,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Ancyronyx variegatus,L,1,10/12/1999,1999,Ancyronyx variegatus,Elmidae,Ancyronyx,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Apatania,L,1,10/12/1999,1999,Apatania,Apataniidae,Apatania,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Baetis,L,7,10/12/1999,1999,Plauditus,Baetidae,Plauditus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,40,10/12/1999,1999,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,34,10/12/1999,1999,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,6,10/12/1999,1999,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Chimarra aterrima,L,2,10/12/1999,1999,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Chironomidae,P,2,10/12/1999,1999,Chironomidae,Chironomidae,Na,,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Corydalus cornutus,L,6,10/12/1999,1999,Corydalus cornutus,Corydalidae,Corydalus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Diamesa Type A,L,1,10/12/1999,1999,Diamesa Type A,Chironomidae,Diamesa,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Dolophilodes,L,4,10/12/1999,1999,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Dubiraphia,L,1,10/12/1999,1999,Dubiraphia,Elmidae,Dubiraphia,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Ephemerella subvaria,L,7,10/12/1999,1999,Ephemerella subvaria,Ephemerellidae,Ephemerella,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Glossosoma,L,3,10/12/1999,1999,Glossosoma,Glossosomatidae,Glossosoma,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydatophylax argus/victor,L,1,10/12/1999,1999,Hydatophylax argus/victor,Limnephilidae,Hydatophylax,3,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,31,10/12/1999,1999,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,2,10/12/1999,1999,Laevapex fuscus,Ancylidae,Laevapex,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,1,10/12/1999,1999,Maccaffertium modestum group,Heptageniidae,Maccaffertium,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Macronychus glabratus,L,1,10/12/1999,1999,Macronychus glabratus,Elmidae,Macronychus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,6,10/12/1999,1999,Nigronia serricornis,Corydalidae,Nigronia,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Oecetis,L,1,10/12/1999,1999,Oecetis,Leptoceridae,Oecetis,4,1
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus,L,1,10/12/1999,1999,Optioservus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Optioservus trivittatus,A,1,10/12/1999,1999,Optioservus trivittatus,Elmidae,Optioservus,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Orthocladius (Euorthocladius) rivicola,L,2,10/12/1999,1999,Orthocladius (Euorthocladius) rivicola,Chironomidae,Orthocladius,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Prostoma graecense,A,1,10/12/1999,1999,Prostoma graecense,Tetrastemmatidae,Prostoma,4,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Psephenus herricki,L,16,10/12/1999,1999,Psephenus herricki,Psephenidae,Psephenus,3,0
14188,Eightmile River,1,Riffle,KN2M2,First,,Simulium,L,3,10/12/1999,1999,Simulium,Simuliidae,Simulium,5,0
