STA_SEQ,Station_Name,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,SampYr,TaxonNameCurrent,FAMILY,GENUS,BCG_Attribute,SensitiveEPT
14137,Blackledge River,1,Riffle,KN2M2,First,,Isonychia,L,15,10/27/98,1998,Isonychia,Isonychiidae,Isonychia,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Leucrocuta,L,1,10/27/98,1998,Leucrocuta,Heptageniidae,Leucrocuta,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,2,10/27/98,1998,Maccaffertium modestum group,Heptageniidae,Maccaffertium,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Microtendipes pedellus group,L,1,10/27/98,1998,Microtendipes pedellus group,Chironomidae,Microtendipes,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Neophylax,L,5,10/27/98,1998,Neophylax,Uenoidae,Neophylax,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,2,10/27/98,1998,Nigronia serricornis,Corydalidae,Nigronia,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ophiogomphus,L,3,10/27/98,1998,Ophiogomphus,Gomphidae,Ophiogomphus,2,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Oulimnius latiusculus,L,2,10/27/98,1998,Oulimnius latiusculus,Elmidae,Oulimnius,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Paragnetina media,L,2,10/27/98,1998,Paragnetina media,Perlidae,Paragnetina,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Paraleptophlebia mollis,L,5,10/27/98,1998,Paraleptophlebia mollis,Leptophlebiidae,Paraleptophlebia,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Parametriocnemus,L,1,10/27/98,1998,Parametriocnemus,Chironomidae,Parametriocnemus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Polypedilum flavum,L,54,10/27/98,1998,Polypedilum flavum,Chironomidae,Polypedilum,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Psephenus herricki,L,2,10/27/98,1998,Psephenus herricki,Psephenidae,Psephenus,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Psilometriocnemus,L,7,10/27/98,1998,Psilometriocnemus,Chironomidae,Psilometriocnemus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Psilotreta,L,1,10/27/98,1998,Psilotreta,Odontoceridae,Psilotreta,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Rheotanytarsus,L,1,10/27/98,1998,Rheotanytarsus,Chironomidae,Rheotanytarsus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Rhyacophila carolina,L,8,10/27/98,1998,Rhyacophila carolina,Rhyacophilidae,Rhyacophila,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Serratella deficiens,L,5,10/27/98,1998,Teloganopsis deficiens,Ephemerellidae,Teloganopsis,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Sialis,L,1,10/27/98,1998,Sialis,Sialidae,Sialis,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Sphaeriidae,A,1,10/27/98,1998,Pisidiidae,Pisidiidae,Na,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Stenelmis humerosa,A,1,10/27/98,1998,Stenelmis humerosa,Elmidae,Stenelmis,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Thienemannimyia group,L,1,10/27/98,1998,Thienemannimyia group,Chironomidae,Thienemannimyia,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Tubificidae,A,5,10/27/98,1998,Tubificidae,Tubificidae,Na,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Tvetenia vitracies group,L,1,10/27/98,1998,Tvetenia vitracies group,Chironomidae,Tvetenia,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Acentrella turbida,L,2,10/16/08,2008,Acentrella turbida,Baetidae,Acentrella,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,8,10/16/08,2008,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Antocha,L,3,10/16/08,2008,Antocha,Tipulidae,Antocha,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Boyeria vinosa,L,1,10/16/08,2008,Boyeria vinosa,Aeshnidae,Boyeria,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ceratopsyche,L,3,10/16/08,2008,Ceratopsyche,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ceratopsyche bronta,L,4,10/16/08,2008,Ceratopsyche bronta,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ceratopsyche morosa,L,11,10/16/08,2008,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,7,10/16/08,2008,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Cheumatopsyche,L,16,10/16/08,2008,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Chimarra,L,6,10/16/08,2008,Chimarra,Philopotamidae,Chimarra,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Chimarra aterrima,L,28,10/16/08,2008,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Corydalus cornutus,L,1,10/16/08,2008,Corydalus cornutus,Corydalidae,Corydalus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Dolophilodes,L,9,10/16/08,2008,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Dubiraphia,L,1,10/16/08,2008,Dubiraphia,Elmidae,Dubiraphia,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Ectopria,L,1,10/16/08,2008,Ectopria,Psephenidae,Ectopria,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Epeorus,L,1,10/16/08,2008,Epeorus,Heptageniidae,Epeorus,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Ephemerella,L,20,10/16/08,2008,Eurylophella,Ephemerellidae,Eurylophella,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Eurylophella funeralis,L,1,10/16/08,2008,Eurylophella funeralis,Ephemerellidae,Eurylophella,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Glossosoma,L,5,10/16/08,2008,Glossosoma,Glossosomatidae,Glossosoma,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Gomphidae,L,6,10/16/08,2008,Gomphidae,Gomphidae,Na,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Helicopsyche borealis,L,1,10/16/08,2008,Helicopsyche borealis,Helicopsychidae,Helicopsyche,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Hemerodromia,L,2,10/16/08,2008,Hemerodromia,Empididae,Hemerodromia,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,3,10/16/08,2008,Hydropsyche betteni,Hydropsychidae,Hydropsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Isonychia,L,7,10/16/08,2008,Isonychia,Isonychiidae,Isonychia,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Laevapex fuscus,A,1,10/16/08,2008,Laevapex fuscus,Ancylidae,Laevapex,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Lepidostoma,L,1,10/16/08,2008,Lepidostoma,Lepidostomatidae,Lepidostoma,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Leucrocuta,L,2,10/16/08,2008,Leucrocuta,Heptageniidae,Leucrocuta,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Lumbriculidae,A,5,10/16/08,2008,Lumbriculidae,Lumbriculidae,Na,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Nigronia serricornis,L,10,10/16/08,2008,Nigronia serricornis,Corydalidae,Nigronia,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Optioservus,L,7,10/16/08,2008,Optioservus,Elmidae,Optioservus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Optioservus ovalis,A,1,10/16/08,2008,Optioservus ovalis,Elmidae,Optioservus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Orthocladius (Euorthocladius) rivulorum,L,1,10/16/08,2008,Orthocladius (Euorthocladius) rivulorum,Chironomidae,Orthocladius,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Oulimnius,L,2,10/16/08,2008,Oulimnius,Elmidae,Oulimnius,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Polypedilum aviceps,L,1,10/16/08,2008,Polypedilum aviceps,Chironomidae,Polypedilum,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Potthastia longimana group,L,1,10/16/08,2008,Potthastia longimana group,Chironomidae,Potthastia,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Promoresia tardella,L,1,10/16/08,2008,Promoresia tardella,Elmidae,Promoresia,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Psephenus herricki,L,8,10/16/08,2008,Psephenus herricki,Psephenidae,Psephenus,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Rheotanytarsus exiguus group,L,1,10/16/08,2008,Rheotanytarsus exiguus group,Chironomidae,Rheotanytarsus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Rhyacophila manistee,L,5,10/16/08,2008,Rhyacophila manistee,Rhyacophilidae,Rhyacophila,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Serratella deficiens,L,33,10/16/08,2008,Teloganopsis deficiens,Ephemerellidae,Teloganopsis,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,,Simulium,L,2,10/16/08,2008,Simulium,Simuliidae,Simulium,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Stenelmis,A,2,10/16/08,2008,Stenelmis,Elmidae,Stenelmis,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Stenelmis,L,1,10/16/08,2008,Stenelmis,Elmidae,Stenelmis,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,,Taeniopteryx,L,5,10/16/08,2008,Taeniopteryx,Taeniopterygidae,Taeniopteryx,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria,L,2,10/10/12,2012,Acroneuria,Perlidae,Acroneuria,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria abnormis,L,7,10/10/12,2012,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Antocha,L,2,10/10/12,2012,Antocha,Tipulidae,Antocha,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Apatania,L,1,10/10/12,2012,Apatania,Apataniidae,Apatania,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Brachycentrus appalachia,L,1,10/10/12,2012,Brachycentrus appalachia,Brachycentridae,Brachycentrus,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche bronta,L,2,10/10/12,2012,Ceratopsyche bronta,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche morosa,L,7,10/10/12,2012,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche sparna,L,14,10/10/12,2012,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,20,10/10/12,2012,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Chimarra aterrima,L,21,10/10/12,2012,Chimarra aterrima,Philopotamidae,Chimarra,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Cricotopus bicinctus group,P,1,10/10/12,2012,Cricotopus bicinctus group,Chironomidae,Cricotopus,5.5,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Dolophilodes,L,2,10/10/12,2012,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Epeorus,L,7,10/10/12,2012,Epeorus,Heptageniidae,Epeorus,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Ephemerella invaria,L,1,10/10/12,2012,Ephemerella invaria,Ephemerellidae,Ephemerella,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Eurylophella,L,5,10/10/12,2012,Eurylophella,Ephemerellidae,Eurylophella,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Gomphidae,L,4,10/10/12,2012,Gomphidae,Gomphidae,Na,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Isogenoides,L,1,10/10/12,2012,Isogenoides,Perlodidae,Isogenoides,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Isonychia,L,35,10/10/12,2012,Isonychia,Isonychiidae,Isonychia,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Lepidostoma,L,1,10/10/12,2012,Lepidostoma,Lepidostomatidae,Lepidostoma,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Leptophlebiidae,L,1,10/10/12,2012,Leptophlebiidae,Leptophlebiidae,Na,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Leucrocuta,L,9,10/10/12,2012,Leucrocuta,Heptageniidae,Leucrocuta,2,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Lumbriculidae,NA,8,10/10/12,2012,Lumbriculidae,Lumbriculidae,Na,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Maccaffertium,L,8,10/10/12,2012,Maccaffertium,Heptageniidae,Maccaffertium,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Nigronia serricornis,L,8,10/10/12,2012,Nigronia serricornis,Corydalidae,Nigronia,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Oecetis,L,1,10/10/12,2012,Oecetis,Leptoceridae,Oecetis,4,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Ophiogomphus mainensis,L,1,10/10/12,2012,Ophiogomphus mainensis,Gomphidae,Ophiogomphus,2,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Optioservus,L,8,10/10/12,2012,Optioservus,Elmidae,Optioservus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Orthocladius Complex,L,2,10/10/12,2012,Orthocladius Complex,Chironomidae,Orthocladius,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius,A,3,10/10/12,2012,Oulimnius,Elmidae,Oulimnius,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Paragnetina immarginata,L,1,10/10/12,2012,Paragnetina immarginata,Perlidae,Paragnetina,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Philopotamidae,L,1,10/10/12,2012,Philopotamidae,Philopotamidae,Na,,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Plauditus,L,1,10/10/12,2012,Plauditus,Baetidae,Plauditus,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Polycentropodidae,L,1,10/10/12,2012,Polycentropodidae,Polycentropodidae,Na,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Polypedilum aviceps,L,4,10/10/12,2012,Polypedilum aviceps,Chironomidae,Polypedilum,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Promoresia tardella,L,1,10/10/12,2012,Promoresia tardella,Elmidae,Promoresia,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Prostoma,NA,1,10/10/12,2012,Prostoma,Tetrastemmatidae,Prostoma,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Psephenus herricki,L,1,10/10/12,2012,Psephenus herricki,Psephenidae,Psephenus,3,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Rheotanytarsus exiguus group,L,3,10/10/12,2012,Rheotanytarsus exiguus group,Chironomidae,Rheotanytarsus,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila manistee,L,4,10/10/12,2012,Rhyacophila manistee,Rhyacophilidae,Rhyacophila,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,12,10/10/12,2012,Teloganopsis deficiens,Ephemerellidae,Teloganopsis,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Sphaeriidae,NA,1,10/10/12,2012,Pisidiidae,Pisidiidae,Na,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Taeniopteryx,L,1,10/10/12,2012,Taeniopteryx,Taeniopterygidae,Taeniopteryx,3,1
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Thienemanniella,L,1,10/10/12,2012,Thienemanniella,Chironomidae,Thienemanniella,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Thienemannimyia group,L,1,10/10/12,2012,Thienemannimyia group,Chironomidae,Thienemannimyia,4,0
14137,Blackledge River,1,Riffle,KN2M2,First,EcoAnalysts,Trichoptera,L,1,10/10/12,2012,Trichoptera,Na,Na,,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Acentrella,L,4,11/07/96,1996,Acentrella,Baetidae,Acentrella,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,3,11/07/96,1996,Acroneuria abnormis,Perlidae,Acroneuria,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Acroneuria carolinensis,L,2,11/07/96,1996,Acroneuria carolinensis,Perlidae,Acroneuria,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Acroneuria lycorias,L,6,11/07/96,1996,Acroneuria lycorias,Perlidae,Acroneuria,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Allocapnia,L,2,11/07/96,1996,Allocapnia,Capniidae,Allocapnia,4,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Apatania,L,21,11/07/96,1996,Apatania,Apataniidae,Apatania,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,9,11/07/96,1996,Ceratopsyche morosa,Hydropsychidae,Ceratopsyche,5,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,4,11/07/96,1996,Ceratopsyche sparna,Hydropsychidae,Ceratopsyche,5,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Cheumatopsyche,L,1,11/07/96,1996,Cheumatopsyche,Hydropsychidae,Cheumatopsyche,5,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Cricotopus bicinctus,L,1,11/07/96,1996,Cricotopus bicinctus,Chironomidae,Cricotopus,5.5,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Dolophilodes,L,2,11/07/96,1996,Dolophilodes,Philopotamidae,Dolophilodes,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Epeorus,L,5,11/07/96,1996,Epeorus,Heptageniidae,Epeorus,2,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Ephemerella invaria,L,6,11/07/96,1996,Ephemerella invaria,Ephemerellidae,Ephemerella,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Ephemerella rotunda,L,11,11/07/96,1996,Ephemerella invaria,Ephemerellidae,Ephemerella,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Glossosoma,L,10,11/07/96,1996,Glossosoma,Glossosomatidae,Glossosoma,4,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Helicopsyche borealis,L,7,11/07/96,1996,Helicopsyche borealis,Helicopsychidae,Helicopsyche,2,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Hydatophylax argus/victor,L,2,11/07/96,1996,Hydatophylax argus/victor,Limnephilidae,Hydatophylax,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Isonychia,L,12,11/07/96,1996,Isonychia,Isonychiidae,Isonychia,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Lepidostoma,L,2,11/07/96,1996,Lepidostoma,Lepidostomatidae,Lepidostoma,2,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Leptophlebiidae,L,6,11/07/96,1996,Leptophlebiidae,Leptophlebiidae,Na,2,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Lumbriculidae,A,2,11/07/96,1996,Lumbriculidae,Lumbriculidae,Na,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,1,11/07/96,1996,Maccaffertium modestum group,Heptageniidae,Maccaffertium,4,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Maccaffertium pudicum,L,1,11/07/96,1996,Maccaffertium pudicum,Heptageniidae,Maccaffertium,4,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Maccaffertium vicarium,L,1,11/07/96,1996,Maccaffertium vicarium,Heptageniidae,Maccaffertium,4,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Macronychus glabratus,L,1,11/07/96,1996,Macronychus glabratus,Elmidae,Macronychus,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Nanocladius spiniplenus,L,1,11/07/96,1996,Nanocladius spiniplenus,Chironomidae,Nanocladius,3,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Nigronia serricornis,L,4,11/07/96,1996,Nigronia serricornis,Corydalidae,Nigronia,3,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Ophiogomphus mainensis,L,4,11/07/96,1996,Ophiogomphus mainensis,Gomphidae,Ophiogomphus,2,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Optioservus,L,1,11/07/96,1996,Optioservus,Elmidae,Optioservus,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Paragnetina immarginata,L,3,11/07/96,1996,Paragnetina immarginata,Perlidae,Paragnetina,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Paragnetina media,L,5,11/07/96,1996,Paragnetina media,Perlidae,Paragnetina,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Psephenus herricki,L,5,11/07/96,1996,Psephenus herricki,Psephenidae,Psephenus,3,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Rhyacophila carolina,L,2,11/07/96,1996,Rhyacophila carolina,Rhyacophilidae,Rhyacophila,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Rhyacophila fuscula,L,1,11/07/96,1996,Rhyacophila fuscula,Rhyacophilidae,Rhyacophila,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Rhyacophila sibirica,L,1,11/07/96,1996,Rhyacophila sibirica,Rhyacophilidae,Rhyacophila,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Rhyacophila Type C,L,1,11/07/96,1996,Rhyacophila Type C,Rhyacophilidae,Rhyacophila,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Serratella deficiens,L,5,11/07/96,1996,Teloganopsis deficiens,Ephemerellidae,Teloganopsis,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Simulium,L,1,11/07/96,1996,Simulium,Simuliidae,Simulium,5,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Tabanus,L,1,11/07/96,1996,Tabanus,Tabanidae,Tabanus,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Taeniopteryx burksi group,L,40,11/07/96,1996,Taeniopteryx burksi group,Taeniopterygidae,Taeniopteryx,3,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Tallaperla maria,L,2,11/07/96,1996,Tallaperla maria,Peltoperlidae,Tallaperla,2,1
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Tipula,L,1,11/07/96,1996,Tipula,Tipulidae,Tipula,4,0
14186,Eightmile Brook,1,Riffle,KN2M2,First,,Acentrella turbida,L,3,09/19/06,2006,Acentrella turbida,Baetidae,Acentrella,4,0
