STA_SEQ,Station_Name,tripdate,SampYr,NominalTier,NominalMem,SecondTier,SecondMem,SumOfABUNDANCE
14470,Tankerhoosen River,10/3/2017,2017,3,1,3,0,189
14470,Tankerhoosen River,9/20/2016,2016,4,0.736401674,3,0.263598326359833,239
14470,Tankerhoosen River,10/1/2015,2015,3,1,3,0,230
14470,Tankerhoosen River,9/15/2014,2014,4,0.776859504,3,0.223140495867769,242
14470,Tankerhoosen River,10/15/2012,2012,3,1,3,0,262
14470,Tankerhoosen River,10/12/2011,2011,3,0.921568627,4,7.84313725490193E-02,265
14470,Tankerhoosen River,9/23/2010,2010,3,1,,0,223
14470,Tankerhoosen River,11/13/2003,2003,2,0.5,3,0.5,187
14470,Tankerhoosen River,10/11/1994,1994,3,1,,0,180
14470,Tankerhoosen River,10/6/2008,2008,3,1,,0,227
14484,West Branch Salmon Brook,9/22/2008,2008,4,0.600938967,3,0.39906103286385,213
14484,West Branch Salmon Brook,9/25/2014,2014,4,0.507537688,5,0.492462311557789,199
14484,West Branch Salmon Brook,10/17/2017,2017,2,0.401360544,3,0.401360544217687,294
14484,West Branch Salmon Brook,10/16/2012,2012,4,1,4,0,219
14484,West Branch Salmon Brook,10/19/1998,1998,2,1,,0,222
14484,West Branch Salmon Brook,11/10/2011,2011,2,1,2,0,190
14484,West Branch Salmon Brook,9/24/2010,2010,3,0.570776256,4,0.429223744292238,226
14584,Roaring Brook,9/16/2014,2014,3,1,3,0,235
14584,Roaring Brook,10/3/2017,2017,3,1,3,0,192
14584,Roaring Brook,10/12/2012,2012,3,1,3,0,259
14584,Roaring Brook,10/21/2009,2009,2,1,,0,231
14584,Roaring Brook,9/21/2007,2007,2,1,,0,216
14584,Roaring Brook,10/23/2002,2002,2,1,,0,233
14584,Roaring Brook,10/17/2001,2001,2,1,,0,215
14584,Roaring Brook,10/3/2000,2000,2,0.5,3,0.5,199
14584,Roaring Brook,10/13/1999,1999,3,0.6,2,0.4,218
14584,Roaring Brook,10/2/2003,2003,3,1,,0,184
14720,Green Fall River,10/24/2002,2002,2,1,,0,229
14720,Green Fall River,9/29/2009,2009,3,1,,0,186
14720,Green Fall River,9/15/2008,2008,2,1,,0,203
14720,Green Fall River,9/21/2007,2007,2,1,,0,199
14720,Green Fall River,9/18/2006,2006,2,0.5,3,0.5,253
14720,Green Fall River,10/31/2005,2005,2,1,,0,192
14720,Green Fall River,10/25/2000,2000,3,1,,0,250
14720,Green Fall River,10/7/2003,2003,2,1,,0,236
14720,Green Fall River,10/30/2001,2001,3,1,,0,225
14720,Green Fall River,9/19/2012,2012,3,1,3,0,235
14720,Green Fall River,9/22/2004,2004,2,0.5,3,0.5,220
14720,Green Fall River,10/11/2011,2011,2,1,2,0,214
14720,Green Fall River,10/1/2013,2013,2,1,2,0,218
14720,Green Fall River,9/16/2014,2014,3,1,3,0,251
14720,Green Fall River,10/5/2015,2015,2,1,2,0,266
14720,Green Fall River,9/20/2016,2016,2,0.884615385,3,0.115384615384615,189
14720,Green Fall River,10/10/2017,2017,4,0.52173913,3,0.478260869565217,253
14720,Green Fall River,9/15/2010,2010,3,0.606382979,2,0.393617021276596,248
14842,Indian Meadow Brook,10/8/2002,2002,2,0.865853659,3,0.134146341463415,209
14842,Indian Meadow Brook,9/17/2008,2008,3,1,,0,208
14842,Indian Meadow Brook,10/10/2012,2012,3,1,3,0,260
14842,Indian Meadow Brook,9/24/2014,2014,4,1,4,0,225
14842,Indian Meadow Brook,9/23/2015,2015,3,0.611111111,2,0.388888888888889,235
15020,Eightmile River,10/28/2004,2004,2,0.5,3,0.5,228
15020,Eightmile River,10/16/2017,2017,4,1,4,0,171
15020,Eightmile River,10/2/2014,2014,2,0.833333333,3,0.166666666666666,206
15020,Eightmile River,10/15/2012,2012,3,0.783018868,2,0.216981132075472,248
15020,Eightmile River,9/24/2008,2008,3,0.976190476,2,2.38095238095241E-02,232
15020,Eightmile River,10/4/2010,2010,3,1,,0,263
15176,Natchaug River,9/21/2007,2007,3,1,,0,250
15176,Natchaug River,9/22/2008,2008,2,0.653061224,3,0.346938775510204,259
15176,Natchaug River,10/2/2009,2009,2,0.763157895,3,0.236842105263158,314
15176,Natchaug River,9/16/2010,2010,3,0.642857143,2,0.357142857142857,299
15176,Natchaug River,9/26/2012,2012,3,0.795918367,4,0.204081632653061,246
15176,Natchaug River,10/6/2014,2014,2,0.685185185,3,0.314814814814815,216
15176,Natchaug River,9/16/2015,2015,4,1,4,0,275
15240,Hubbard Brook,10/12/2016,2016,3,1,3,0,230
15240,Hubbard Brook,9/23/2015,2015,2,0.5,3,0.5,208
15240,Hubbard Brook,11/10/2011,2011,2,1,2,0,201
15240,Hubbard Brook,10/15/2013,2013,2,1,2,0,252
15240,Hubbard Brook,10/6/2017,2017,3,1,3,0,257
15240,Hubbard Brook,10/21/2014,2014,2,1,2,0,199
15312,Beaver Brook,10/12/2011,2011,3,1,3,0,232
15312,Beaver Brook,10/25/2016,2016,3,0.641304348,4,0.358695652173913,217
15312,Beaver Brook,10/1/2015,2015,5,0.653061224,4,0.346938775510204,245
15312,Beaver Brook,10/2/2014,2014,5,0.743718593,4,0.256281407035176,199
15312,Beaver Brook,10/15/2012,2012,4,0.94980695,3,5.01930501930502E-02,266
15312,Beaver Brook,10/4/2010,2010,3,1,,0,227
15312,Beaver Brook,9/30/2009,2009,3,1,,0,223
15312,Beaver Brook,9/24/2008,2008,2,1,,0,217
15312,Beaver Brook,9/24/2007,2007,3,1,,0,191
15312,Beaver Brook,9/19/2013,2013,5,0.921568627,4,7.84313725490197E-02,204
15315,Burnham Brook,9/25/2007,2007,2,1,,0,213
15315,Burnham Brook,9/30/2014,2014,2,1,2,0,205
15315,Burnham Brook,10/1/2015,2015,2,1,2,0,239
15315,Burnham Brook,10/24/2016,2016,3,0.727272727,2,0.272727272727273,182
15315,Burnham Brook,9/19/2013,2013,2,1,2,0,229
15315,Burnham Brook,10/11/2011,2011,2,1,2,0,227
15315,Burnham Brook,10/5/2012,2012,3,1,3,0,189
15499,West Branch Salmon Brook,10/16/2012,2012,4,1,4,0,241
15499,West Branch Salmon Brook,10/15/2013,2013,2,0.385214008,3,0.385214007782101,257
15499,West Branch Salmon Brook,9/25/2014,2014,4,0.619047619,5,0.380952380952381,210
15499,West Branch Salmon Brook,9/15/2015,2015,4,1,4,0,270
15499,West Branch Salmon Brook,10/12/2016,2016,2,0.5,3,0.5,194
15499,West Branch Salmon Brook,10/17/2017,2017,4,1,4,0,177
15796,PENDLETON HILL BROOK,10/1/2013,2013,3,1,3,0,190
15796,PENDLETON HILL BROOK,9/16/2014,2014,2,0.75,3,0.25,238
15796,PENDLETON HILL BROOK,10/5/2015,2015,2,0.905405405,3,9.45945945945943E-02,242
15796,PENDLETON HILL BROOK,10/10/2017,2017,3,1,3,0,249
15796,PENDLETON HILL BROOK,10/11/2011,2011,2,1,2,0,225
15796,PENDLETON HILL BROOK,9/15/2010,2010,2,1,,0,235
15796,PENDLETON HILL BROOK,9/25/2007,2007,2,0.848837209,3,0.151162790697674,210
15796,PENDLETON HILL BROOK,9/20/2016,2016,3,1,3,0,288
15796,PENDLETON HILL BROOK,9/19/2012,2012,2,0.5,3,0.5,228
16112,Hemlock Valley Brook,9/18/2007,2007,2,0.928571429,3,7.14285714285715E-02,175
16112,Hemlock Valley Brook,9/15/2010,2010,2,1,,0,215
16112,Hemlock Valley Brook,10/11/2011,2011,2,1,2,0,226
16112,Hemlock Valley Brook,9/21/2012,2012,2,1,2,0,233
16112,Hemlock Valley Brook,9/19/2013,2013,2,0.5,3,0.5,125
16112,Hemlock Valley Brook,10/2/2014,2014,2,0.5,3,0.5,205
16112,Hemlock Valley Brook,10/1/2015,2015,2,1,2,0,213
16114,Rugg Brook,10/10/2012,2012,3,0.794117647,2,0.205882352941177,211
16114,Rugg Brook,10/6/2016,2016,4,1,4,0,180
16114,Rugg Brook,9/23/2015,2015,2,0.5,3,0.5,250
16114,Rugg Brook,11/10/2011,2011,2,0.5,3,0.5,222
16114,Rugg Brook,9/21/2007,2007,3,1,,0,183
16114,Rugg Brook,9/24/2014,2014,3,0.794117647,2,0.205882352941177,270
16114,Rugg Brook,10/8/2013,2013,2,1,2,0,187
16119,Day Pond Brook,9/19/2013,2013,2,1,2,0,220
16119,Day Pond Brook,10/19/2017,2017,3,1,3,0,186
16119,Day Pond Brook,9/30/2016,2016,2,0.777777778,3,0.222222222222222,207
16119,Day Pond Brook,9/30/2014,2014,2,1,2,0,208
16119,Day Pond Brook,9/18/2012,2012,2,0.5,3,0.5,229
16119,Day Pond Brook,10/12/2011,2011,2,1,2,0,206
16119,Day Pond Brook,9/19/2007,2007,3,0.642857143,2,0.357142857142857,173
16119,Day Pond Brook,9/15/2015,2015,2,1,2,0,223
16124,Flat Brook,10/8/2013,2013,2,1,2,0,165
16124,Flat Brook,10/28/2016,2016,2,0.5,3,0.5,185
16124,Flat Brook,10/16/2017,2017,2,0.635135135,3,0.364864864864864,171
16124,Flat Brook,9/29/2014,2014,2,1,2,0,190
16124,Flat Brook,10/21/2011,2011,2,1,2,0,219
16124,Flat Brook,9/21/2007,2007,2,1,,0,175
16124,Flat Brook,9/25/2015,2015,2,1,2,0,200
16124,Flat Brook,10/11/2012,2012,2,1,2,0,221
16127,Jakes Brook,9/29/2014,2014,2,0.833333333,3,0.166666666666666,194
16127,Jakes Brook,10/18/2017,2017,3,0.75,2,0.25,149
16127,Jakes Brook,9/23/2015,2015,2,1,2,0,209
16127,Jakes Brook,9/16/2013,2013,2,1,2,0,218
16127,Jakes Brook,10/11/2012,2012,2,1,2,0,222
16127,Jakes Brook,11/8/2011,2011,2,1,2,0,202
16127,Jakes Brook,9/24/2007,2007,2,0.5,3,0.5,194
16127,Jakes Brook,9/29/2016,2016,3,0.848837209,2,0.151162790697674,203
16139,Brown Brook,10/13/2009,2009,2,1,,0,212
16139,Brown Brook,10/8/2013,2013,3,0.905405405,2,9.45945945945944E-02,196
16139,Brown Brook,10/28/2016,2016,3,0.75,2,0.25,206
16139,Brown Brook,9/25/2015,2015,3,1,3,0,230
16139,Brown Brook,9/29/2014,2014,3,1,3,0,208
16139,Brown Brook,10/16/2017,2017,3,1,3,0,205
16139,Brown Brook,10/11/2012,2012,3,1,3,0,215
16139,Brown Brook,10/12/2010,2010,2,1,,0,206
16139,Brown Brook,9/25/2008,2008,2,0.611111111,3,0.388888888888889,218
16139,Brown Brook,10/9/2007,2007,3,1,,0,174
16139,Brown Brook,10/21/2011,2011,2,1,2,0,203
16143,Little River,9/29/2014,2014,3,1,3,0,236
16143,Little River,9/25/2007,2007,3,1,,0,202
16143,Little River,10/2/2008,2008,2,0.5,3,0.5,233
16143,Little River,10/5/2009,2009,3,1,,0,257
16143,Little River,10/7/2010,2010,3,1,,0,210
16143,Little River,10/18/2011,2011,3,1,3,0,236
16143,Little River,10/1/2012,2012,3,1,3,0,216
16143,Little River,10/17/2013,2013,3,1,3,0,256
