staSeq,locationName,Sample_Year,YearGrp,SumOfABUNDANCE,LAB_ID,CTDEEP LabID,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,TaxonNameCurrent,WQXTaxonName,VisitNum,BCG_Attribute,CTTempOptimaAvg,RegionalTempOptimaClass,RelAbund
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Laevapex fuscus,A,1,16-Oct-08,Laevapex fuscus,,,4,4.666666667,Cool,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Lepidostoma,L,1,16-Oct-08,Lepidostoma,,,2,3.333333333,Cold,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Leucrocuta,L,2,16-Oct-08,Leucrocuta,,,2,3.333333333,Warm,0.008438819
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Lumbriculidae,A,5,16-Oct-08,Lumbriculidae,,,4,5.333333333,Cool,0.021097046
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Nigronia serricornis,L,10,16-Oct-08,Nigronia serricornis,,,3,4.333333333,Cool,0.042194093
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Optioservus,L,7,16-Oct-08,Optioservus,,,4,4.666666667,Cool,0.029535865
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Optioservus ovalis,A,1,16-Oct-08,Optioservus ovalis,,,4,4.666666667,Cool,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Orthocladius (Euorthocladius) rivulorum,L,1,16-Oct-08,Orthocladius (Euorthocladius) rivulorum,,,4,4.666666667,Cool,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Oulimnius,L,2,16-Oct-08,Oulimnius,,,3,5,Cold,0.008438819
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Polypedilum aviceps,L,1,16-Oct-08,Polypedilum aviceps,,,4,5.333333333,Cool,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Potthastia longimana group,L,1,16-Oct-08,Potthastia longimana group,,,4,,,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Promoresia tardella,L,1,16-Oct-08,Promoresia tardella,,,3,5,Cool,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Psephenus herricki,L,8,16-Oct-08,Psephenus herricki,,,3,4.666666667,Warm,0.033755274
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Rheotanytarsus exiguus group,L,1,16-Oct-08,Rheotanytarsus exiguus group,,,4,6,Warm,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Rhyacophila manistee,L,5,16-Oct-08,Rhyacophila manistee,,,3,6,Cold,0.021097046
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Serratella deficiens,L,33,16-Oct-08,Teloganopsis deficiens,,,3,4,Warm,0.139240506
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Simulium,L,2,16-Oct-08,Simulium,,,5,6,Cool,0.008438819
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Stenelmis,A,2,16-Oct-08,Stenelmis,,,4,5.666666667,Warm,0.008438819
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Stenelmis,L,1,16-Oct-08,Stenelmis,,,4,5.666666667,Warm,0.004219409
14137,Blackledge River,2008,4,237,14050,08-B-172,1,Riffle,KN2M2,First,,Taeniopteryx,L,5,16-Oct-08,Taeniopteryx,,,3,1.666666667,Cold,0.021097046
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria,L,2,10-Oct-12,Acroneuria,Acroneuria,6448.4-10_10_10_2012_1_First,3,4,Cool,0.009174312
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria abnormis,L,7,10-Oct-12,Acroneuria abnormis,Acroneuria abnormis,6448.4-10_10_10_2012_1_First,3,4,Cool,0.032110092
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Antocha,L,2,10-Oct-12,Antocha,Antocha,6448.4-10_10_10_2012_1_First,5,5.666666667,Cool,0.009174312
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Apatania,L,1,10-Oct-12,Apatania,Apatania,6448.4-10_10_10_2012_1_First,3,1.666666667,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Brachycentrus appalachia,L,1,10-Oct-12,Brachycentrus appalachia,Brachycentrus appalachia,6448.4-10_10_10_2012_1_First,3,,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche bronta,L,2,10-Oct-12,Ceratopsyche bronta,Ceratopsyche bronta,6448.4-10_10_10_2012_1_First,5,6,Warm,0.009174312
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche morosa,L,7,10-Oct-12,Ceratopsyche morosa,Ceratopsyche morosa,6448.4-10_10_10_2012_1_First,5,5,Cool,0.032110092
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopsyche sparna,L,14,10-Oct-12,Ceratopsyche sparna,Ceratopsyche sparna,6448.4-10_10_10_2012_1_First,5,4.666666667,Cool,0.064220183
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,20,10-Oct-12,Cheumatopsyche,Cheumatopsyche,6448.4-10_10_10_2012_1_First,5,5.666666667,Cool,0.091743119
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Chimarra aterrima,L,21,10-Oct-12,Chimarra aterrima,Chimarra aterrima,6448.4-10_10_10_2012_1_First,4,5.333333333,Cool,0.096330275
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Cricotopus bicinctus group,P,1,10-Oct-12,Cricotopus bicinctus group,Cricotopus bicinctus group,6448.4-10_10_10_2012_1_First,5.5,7,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Dolophilodes,L,2,10-Oct-12,Dolophilodes,Dolophilodes,6448.4-10_10_10_2012_1_First,3,3.666666667,Cool,0.009174312
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Epeorus,L,7,10-Oct-12,Epeorus,Epeorus,6448.4-10_10_10_2012_1_First,2,2.666666667,Cool,0.032110092
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Ephemerella invaria,L,1,10-Oct-12,Ephemerella invaria,Ephemerella invaria,6448.4-10_10_10_2012_1_First,3,4.333333333,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Eurylophella,L,5,10-Oct-12,Eurylophella,Eurylophella,6448.4-10_10_10_2012_1_First,4,3,Cool,0.02293578
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Gomphidae,L,4,10-Oct-12,Gomphidae,Gomphidae,6448.4-10_10_10_2012_1_First,3,,,0.018348624
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Isogenoides,L,1,10-Oct-12,Isogenoides,Isogenoides,6448.4-10_10_10_2012_1_First,2,,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Isonychia,L,35,10-Oct-12,Isonychia,Isonychia,6448.4-10_10_10_2012_1_First,3,4.666666667,Warm,0.160550459
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Lepidostoma,L,1,10-Oct-12,Lepidostoma,Lepidostoma,6448.4-10_10_10_2012_1_First,2,3.333333333,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Leptophlebiidae,L,1,10-Oct-12,Leptophlebiidae,Leptophlebiidae,6448.4-10_10_10_2012_1_First,2,3,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Leucrocuta,L,9,10-Oct-12,Leucrocuta,Leucrocuta,6448.4-10_10_10_2012_1_First,2,3.333333333,Warm,0.041284404
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Lumbriculidae,NA,8,10-Oct-12,Lumbriculidae,Lumbriculidae,6448.4-10_10_10_2012_1_First,4,5.333333333,Cool,0.036697248
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Maccaffertium,L,8,10-Oct-12,Maccaffertium,Maccaffertium,6448.4-10_10_10_2012_1_First,4,5.333333333,Cool,0.036697248
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Nigronia serricornis,L,8,10-Oct-12,Nigronia serricornis,Nigronia serricornis,6448.4-10_10_10_2012_1_First,3,4.333333333,Cool,0.036697248
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Oecetis,L,1,10-Oct-12,Oecetis,Oecetis,6448.4-10_10_10_2012_1_First,4,6.666666667,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Ophiogomphus mainensis,L,1,10-Oct-12,Ophiogomphus mainensis,Ophiogomphus mainensis,6448.4-10_10_10_2012_1_First,2,4,Cool,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Optioservus,L,8,10-Oct-12,Optioservus,Optioservus,6448.4-10_10_10_2012_1_First,4,4.666666667,Cool,0.036697248
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Orthocladius Complex,L,2,10-Oct-12,Orthocladius Complex,Orthocladius Complex,6448.4-10_10_10_2012_1_First,4,4.666666667,Cool,0.009174312
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius,A,3,10-Oct-12,Oulimnius,Oulimnius,6448.4-10_10_10_2012_1_First,3,5,Cold,0.013761468
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Paragnetina immarginata,L,1,10-Oct-12,Paragnetina immarginata,Paragnetina immarginata,6448.4-10_10_10_2012_1_First,3,4.333333333,Cool,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Philopotamidae,L,1,10-Oct-12,Philopotamidae,Philopotamidae,6448.4-10_10_10_2012_1_First,,,,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Plauditus,L,1,10-Oct-12,Plauditus,Plauditus,6448.4-10_10_10_2012_1_First,3,7,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Polycentropodidae,L,1,10-Oct-12,Polycentropodidae,Polycentropodidae,6448.4-10_10_10_2012_1_First,3,,,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Polypedilum aviceps,L,4,10-Oct-12,Polypedilum aviceps,Polypedilum aviceps,6448.4-10_10_10_2012_1_First,4,5.333333333,Cool,0.018348624
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Promoresia tardella,L,1,10-Oct-12,Promoresia tardella,Promoresia tardella,6448.4-10_10_10_2012_1_First,3,5,Cool,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Prostoma,NA,1,10-Oct-12,Prostoma,Prostoma,6448.4-10_10_10_2012_1_First,4,5,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Psephenus herricki,L,1,10-Oct-12,Psephenus herricki,Psephenus herricki,6448.4-10_10_10_2012_1_First,3,4.666666667,Warm,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Rheotanytarsus exiguus group,L,3,10-Oct-12,Rheotanytarsus exiguus group,Rheotanytarsus exiguus group,6448.4-10_10_10_2012_1_First,4,6,Warm,0.013761468
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila manistee,L,4,10-Oct-12,Rhyacophila manistee,Rhyacophila manistee,6448.4-10_10_10_2012_1_First,3,6,Cold,0.018348624
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Serratella deficiens,L,12,10-Oct-12,Teloganopsis deficiens,Teloganopsis deficiens,6448.4-10_10_10_2012_1_First,3,4,Warm,0.055045872
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Sphaeriidae,NA,1,10-Oct-12,Pisidiidae,Pisidiidae,6448.4-10_10_10_2012_1_First,4,,,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Taeniopteryx,L,1,10-Oct-12,Taeniopteryx,Taeniopteryx,6448.4-10_10_10_2012_1_First,3,1.666666667,Cold,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Thienemanniella,L,1,10-Oct-12,Thienemanniella,Thienemanniella,6448.4-10_10_10_2012_1_First,4,7.333333333,Cool,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Thienemannimyia group,L,1,10-Oct-12,Thienemannimyia group,Thienemannimyia group,6448.4-10_10_10_2012_1_First,4,4.333333333,Cool,0.004587156
14137,Blackledge River,2012,5,218,6448.4-10,12-B-095,1,Riffle,KN2M2,First,EcoAnalysts,Trichoptera,L,1,10-Oct-12,Trichoptera,Trichoptera,6448.4-10_10_10_2012_1_First,,,,0.004587156
14186,Eightmile Brook,1996,2,200,2567,154,1,Riffle,KN2M2,First,,Acentrella,L,4,07-Nov-96,Acentrella,,,4,5,Cool,0.02
14186,Eightmile Brook,1996,2,200,2567,154,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,3,07-Nov-96,Acroneuria abnormis,,,3,4,Cool,0.015
14186,Eightmile Brook,1996,2,200,2567,154,1,Riffle,KN2M2,First,,Acroneuria carolinensis,L,2,07-Nov-96,Acroneuria carolinensis,,,3,4,Cool,0.01
14186,Eightmile Brook,1996,2,200,2567,154,1,Riffle,KN2M2,First,,Acroneuria lycorias,L,6,07-Nov-96,Acroneuria lycorias,,,3,4,Cool,0.03
